,Station code,waterbody,srcStateName,Minimum temperature of water for different water bodies,Maximum temperature of water for different water bodies,Minimum dissolved oxygen.,Maximum dissolved oxygen,Minimum potential of Hydrogen(Ph) values.,Maximum potential of Hydrogen(Ph) values.,Minimum conductivity required for water quality for different water bodies,Maximum conductivity required for water quality for different water bodies,Minimum biochemical oxygen demand (BOD) required for water quality,Maximum biochemical oxygen demand (BOD) required for water quality,Minimum  of Nitrate N + Nitrite N required for different water bodies,Maximum  of Nitrate N + Nitrite N required for different water bodies,Minimum  of Faecal Coliforms(coliform bacteria is associated with faecal matter) .,Maximum   of Faecal Coliforms(coliform bacteria is associated with faecal matter) .,Minimum  of total coliform required for different water bodies,Maximum  of total coliform required for different water bodies,srcYear,YearCode
383,3950,CANAL,ODISHA,28,32,6.1,7.4,7.5,8.4,158,239,1,3.9,0.13,1.02,17000,160000,35000,160000,2017,2017
384,2057,CANAL,DELHI,18.2,30,0.8,1.3,7.3,7.8,1180,1570,22,60,,,140000,5400000,330000,9200000,2017,2017
385,2265,CANAL,GOA,27,32,7,9.6,6.1,7.1,45,128,0.7,4.9,,1.45,790,3500,1300,5400,2017,2017
386,2266,CANAL,GOA,28,32,4.9,9.3,4.6,8.1,52,1572,0.3,3.6,0.01,6.72,130,5400,230,9200,2017,2017
387,2268,CANAL,GOA,27.2,35.5,3.2,7.6,6.2,7.7,518,51040,0.5,3.9,0.08,0.83,78,4900,130,7900,2017,2017
388,2073,CANAL,GUJARAT,26,31,4.6,9.6,8.1,8.5,221,332,0.6,2,0.03,0.9,2,4,2,14,2017,2017
389,1109,CANAL,HARYANA,,,6.1,6.7,6.9,7.9,137,307,2.2,12,,,700,1700,1410,22100,2017,2017
390,1110,CANAL,HARYANA,,,,,7.3,7.5,162,252,2.4,2.6,,,900,900,4600,4600,2017,2017
391,1111,CANAL,HARYANA,,,5.2,9.6,7,8,173,264,0.8,2.6,,,120,500,840,2600,2017,2017
392,1114,CANAL,HARYANA,,,4.7,8.4,7,8,180,2670,1,18,,,800,1410,1720,4000,2017,2017
393,1115,CANAL,HARYANA,,,5.9,9.4,7.1,8,174,264,1.2,2.8,,,110,700,760,3300,2017,2017
394,1116,CANAL,HARYANA,,,6.8,8.6,7.2,8.3,146,264,1.2,4.8,,,600,4600,940,7600,2017,2017
395,1419,CANAL,HARYANA,17,29,2.5,3.3,6.5,8.1,490,2130,28,52,3.4,400.2,,,,,2017,2017
396,1886,CANAL,HARYANA,,,5.9,6.8,7.2,8,135,299,0.8,4.5,,,330,1300,790,5800,2017,2017
397,2056,CANAL,HARYANA,,,,,6.6,7.3,174,281,1.6,4.8,,,1700,1700,4900,4900,2017,2017
398,3461,CANAL,KERALA,26,237,1.3,7.3,6.5,8,910,49600,0.5,4.4,0.03,0.68,30,10000,170,14000,2017,2017
399,3467,CANAL,KERALA,26,32.5,0,6.6,6.3,7.1,212,37630,0.4,3.2,0.29,4.2,700,120000,1380,140000,2017,2017
400,3469,CANAL,KERALA,26,29.7,1.3,3.8,6.4,7.1,60,102,1.4,3.9,0.19,0.96,200,49000,480,70000,2017,2017
401,2836,CANAL,MANIPUR,21.3,22.6,6.9,7.3,6.9,7.7,120,145,1.6,2,,,,,230,350,2017,2017
402,2428,CANAL,ODISHA,26,33,6.6,9,7.5,8.4,117,220,0.3,1.6,0.12,0.99,1300,16000,2400,16000,2017,2017
403,2429,CANAL,ODISHA,27,32,4,7.6,7.2,8.4,161,253,1.1,2.8,0.21,1.17,3300,160000,4900,160000,2017,2017
404,2790,DRAIN,MAHARASHTRA,25,35,6.2,7.1,4.4,8.6,235,1751,2,2.8,0.19,0.98,,,,,2017,2017
405,2430,CANAL,ODISHA,22,32,3.6,8,7.3,8.5,169,18370,0.5,5.8,0.03,3.54,790,160000,2200,160000,2017,2017
406,20021,STP,PUNJAB,,,,,6.7,8,,,14,227,,,,,,,2017,2017
407,3951,CANAL,ODISHA,28,32,5.3,7.4,7.4,8.4,165,230,1.4,3.9,0.15,1.03,5400,160000,13000,160000,2017,2017
408,3952,CANAL,ODISHA,27,31,4.9,8.4,7.4,8.5,163,239,0.9,1.7,0.22,2.05,4900,92000,4900,160000,2017,2017
409,3958,CANAL,ODISHA,26,30,5.1,15.2,7.6,8.3,152,225,0.3,3.7,0.09,2.46,45,160000,1100,160000,2017,2017
410,3959,CANAL,ODISHA,21,32,4.4,7.6,7.3,8.3,124,246,0.5,2,0.12,1.94,320,17000,560,54000,2017,2017
411,3960,CANAL,ODISHA,21,33,4.8,8.6,8,8.4,161,235,0.9,1.5,0.21,2.28,78,9200,170,16000,2017,2017
412,2932,CANAL,RAJASTHAN,18,32,4.5,6.1,6.7,8.6,200,6400,1.3,3.2,1.54,3.1,4,20,7,460,2017,2017
413,2933,CANAL,RAJASTHAN,16.9,34.1,4.5,5.9,7.4,8.4,200,430,1,2.1,0.8,1.84,7,21,20,150,2017,2017
414,2934,CANAL,RAJASTHAN,15.3,31.9,4.6,5.8,7.3,8.3,240,310,1.3,1.9,1.14,2.8,7,21,20,240,2017,2017
415,1729,CANAL,TRIPURA,25,27,0.6,3.2,8.4,9.6,17,269,11.7,19.9,1.2,2.22,350,430,540,920,2017,2017
416,3387,CANAL,TRIPURA,23,26,5.7,6.6,7,8,100,179,0.5,2.3,0.16,0.35,170,220,280,350,2017,2017
417,3388,CANAL,TRIPURA,23.5,27,5.2,6.5,6.6,7.9,51,123,0.4,1.4,0.32,0.82,170,220,350,350,2017,2017
418,3389,CANAL,TRIPURA,24,26.5,5.8,6.9,7,8.1,89,173,0.4,1.6,0.18,0.47,110,220,210,350,2017,2017
419,3390,CANAL,TRIPURA,24,27,4.3,5.5,7.3,8.4,93,151,0.4,1.3,0.16,0.56,170,220,350,350,2017,2017
420,2726,CANAL,UTTARAKHAND,10,24,8.6,10.2,7.3,8.1,,,,,,,,,40,150,2017,2017
421,2727,CANAL,UTTARAKHAND,9,25,8.4,10.2,7.4,8.2,,,1,1,,,,,80,140,2017,2017
422,3998,CANAL,UTTARAKHAND,15,24,8.6,10.2,7.1,8.1,,,,,,,,,70,180,2017,2017
423,3999,CANAL,UTTARAKHAND,15,24,8.6,10.2,7.2,8.2,,,,,,,,,60,110,2017,2017
424,2512,CANAL,WEST BENGAL,22,39,,,7,7.7,433,1667,5,39.7,0.03,5.55,800000,5000000,1100000,9000000,2017,2017
425,2513,CANAL,WEST BENGAL,22,31,,,7.1,7.6,541,960,10,66.5,0.02,1.86,220000,5000000,280000,9000000,2017,2017
426,2267,CREEK,GOA,25,33,4.2,12.9,6.6,7.9,884,99200,1.4,6.9,0.23,30.61,78,13000,130,17000,2017,2017
427,2080,CREEK,GUJARAT,25,34,4.6,6.4,7,8.2,830,10270,1.3,2.8,0.01,0.16,54,172,212,426,2017,2017
428,2081,CREEK,GUJARAT,28,35,1.1,6.1,7.2,8.6,553,2210,2,21,0.17,0.73,33,110,110,540,2017,2017
429,3196,CREEK,GUJARAT,29,34,0,6.3,6.4,8.1,507,3420,3,44,0.19,0.42,33,170,210,4000,2017,2017
430,1316,CREEK,MAHARASHTRA,27,34,3.1,6.7,6.8,7.7,403,62310,4,18,1,5.6,33,920,170,1600,2017,2017
431,1317,CREEK,MAHARASHTRA,26,34,2.6,4.6,7,7.5,28570,68510,12,21,0.9,3.2,49,1600,220,1600,2017,2017
432,1318,CREEK,MAHARASHTRA,27,32,3.2,5.5,7.1,7.8,595,63470,8,18,0.8,3.1,63,1600,210,1600,2017,2017
433,2184,CREEK,MAHARASHTRA,23,27,3,6.2,6.6,7.6,1818,55920,3.8,20,1.2,4.1,33,540,79,920,2017,2017
434,2185,CREEK,MAHARASHTRA,29,36,3.1,6.5,6.7,7.6,963,60390,5,18,1.1,4.8,49,920,150,1600,2017,2017
435,2791,CREEK,MAHARASHTRA,28,34,3.3,7.4,6.5,7.4,197,17750,3.6,60,0.6,5,33,220,170,540,2017,2017
436,2792,CREEK,MAHARASHTRA,23,36,3.4,6.9,6.8,7.7,279,37890,4,17,1.5,7,33,350,170,540,2017,2017
437,2793,CREEK,MAHARASHTRA,23,36,3.8,6.5,6.8,7.7,281,37940,4,14,1.5,7.1,34,920,220,1600,2017,2017
438,2794,CREEK,MAHARASHTRA,23,36,3.7,6.5,6.9,7.6,294,46140,4,17,1.4,6.4,46,350,170,920,2017,2017
439,2795,CREEK,MAHARASHTRA,23,36,3.2,6.4,6.8,7.6,275,46510,4,16,1.5,6.4,33,540,170,920,2017,2017
440,2796,CREEK,MAHARASHTRA,28,35,3.4,6.9,6,7.6,231,68840,5,160,0.8,4.6,27,540,170,920,2017,2017
441,2797,CREEK,MAHARASHTRA,27,34,3.3,6.8,6.5,7.6,253,61140,5,220,1,4.7,46,920,210,1600,2017,2017
442,2798,CREEK,MAHARASHTRA,24,30,2.3,5,6.9,8.3,40220,67670,9,22,0.6,5,26,240,140,540,2017,2017
443,2799,CREEK,MAHARASHTRA,25,30,3.1,5,6.9,8.4,40200,68480,10,20,0.5,4.8,33,240,110,540,2017,2017
444,2800,CREEK,MAHARASHTRA,25,30,4,7,6.6,8.2,216,23410,4,12,0.3,14.9,46,240,140,430,2017,2017
445,2801,CREEK,MAHARASHTRA,25,32,3.1,6.7,7.4,8,222,69780,4,20,0.3,2.5,27,240,150,350,2017,2017
446,2802,CREEK,MAHARASHTRA,25,30,3.1,5.9,7.1,8,319,69550,5,20,0.74,2.5,17,540,46,920,2017,2017
447,2803,CREEK,MAHARASHTRA,20,28,3.2,5.8,6,7.8,113,59452,4,23,0.6,7.1,33,350,170,540,2017,2017
448,2804,CREEK,MAHARASHTRA,22,24,4.1,7,6.8,8,82,5980,2.2,5.2,0.13,1.63,10,70,47,240,2017,2017
449,2439,CREEK,ODISHA,21,31,5.4,7.3,7.7,8.2,31670,59240,0.6,3,0.35,2.59,5,5400,21,9200,2017,2017
450,2440,CREEK,ODISHA,21,30,5.8,8.5,7.4,8.2,32190,62520,0.3,1.4,0.11,3.84,2,45,2,78,2017,2017
451,2441,CREEK,ODISHA,10,30,5.2,7.7,7.8,8.4,34408,58050,0.3,1.8,0.24,2.55,2,130,2,230,2017,2017
452,3961,CREEK,ODISHA,24,31,2.6,5.9,5.6,7.2,1296,28770,2.3,9.3,0.57,3.9,790,22000,330,54000,2017,2017
453,2805,MARINE,MAHARASHTRA,27,36,3.2,6.4,6.9,8,410,70220,5,20,0.7,3.7,94,1600,430,1600,2017,2017
454,2806,MARINE,MAHARASHTRA,27,36,3,7,6.7,8,535,66610,5,24,0.8,3.1,94,1600,540,1600,2017,2017
455,2807,MARINE,MAHARASHTRA,25,30,3,5.5,6.7,8.3,16660,68100,10,525,0.5,13,22,1600,70,1600,2017,2017
456,2808,MARINE,MAHARASHTRA,28,33,3,5,7.1,7.7,28430,68480,10,20,0.6,3.3,350,920,540,1600,2017,2017
457,2809,MARINE,MAHARASHTRA,27,32,2.9,5,7.1,7.7,28340,67570,9,20,0.9,3.3,280,1600,430,1600,2017,2017
458,2810,MARINE,MAHARASHTRA,28,34,3,5.4,7,7.7,28380,67280,9,20,0.8,3.2,540,1600,920,1600,2017,2017
459,2811,MARINE,MAHARASHTRA,27,32,3,5,7.1,7.8,28350,63450,10,22,0.8,5,110,1600,240,1600,2017,2017
460,2812,MARINE,MAHARASHTRA,23,32,3,5,6.6,7.9,32570,68870,11,42,0.8,2.4,21,1600,70,1600,2017,2017
461,2813,MARINE,MAHARASHTRA,22,38,4.3,6.1,6.7,8,28360,63900,3,3.8,0.37,1.94,21,170,170,430,2017,2017
462,2814,MARINE,MAHARASHTRA,23,37,4.5,6.3,7.2,8.1,30670,64340,3,3.6,0.15,2.01,26,170,140,430,2017,2017
463,2815,MARINE,MAHARASHTRA,23,36,4.4,6,7.3,8.3,29290,62900,3,3.8,0.12,2.17,13,220,210,920,2017,2017
464,2165,SEA,MAHARASHTRA,28,32,2.6,4.8,7,7.6,28300,69360,11,22,0.9,3.3,220,920,540,1600,2017,2017
465,2166,SEA,MAHARASHTRA,27,32,2.9,5.4,7,7.7,28450,68200,8,20,0.6,3.2,540,1600,920,1600,2017,2017
466,2167,SEA,MAHARASHTRA,27,34,3.3,5.3,7,7.8,28230,67430,9,20,0.9,3.1,240,1600,540,1600,2017,2017
467,2169,SEA,MAHARASHTRA,23,32,3,4.8,6.3,7.8,32530,69070,13,22,0.8,2.2,240,1600,540,1600,2017,2017
468,2047,DRAIN,CHANDIGARH,15,30,0.2,2.4,6.9,7.8,494,880,24,144,0.21,6.8,,,,,2017,2017
469,2048,DRAIN,CHANDIGARH,18,32,0.2,6.9,6.6,7.8,589,1091,58,299,0.21,8.1,6937,6937,9389,9389,2017,2017
470,2049,DRAIN,CHANDIGARH,14,34,0.2,2.2,7.2,7.7,428,1309,24,203,0.25,2.7,,,,,2017,2017
471,3861,DRAIN,HIMACHAL PRADESH,14,23,6.8,8.3,7,8.2,478,786,0.1,0.2,0.36,0.99,9,20,8,34,2017,2017
472,3865,DRAIN,HIMACHAL PRADESH,18,26,7.1,7.8,7,8.3,384,642,0.1,0.3,0.16,1.24,11,14,21,32,2017,2017
473,3875,DRAIN,HIMACHAL PRADESH,,,7,7.5,7.2,8.1,272,719,2,4,0.36,0.87,2,14,26,47,2017,2017
474,3879,DRAIN,HIMACHAL PRADESH,21,22.5,5.9,6.1,6.2,8.2,3850,4500,22,22,10.76,12.4,540,920,,,2017,2017
475,3881,DRAIN,HIMACHAL PRADESH,22.5,26,1.5,6.8,7.3,8.3,443,4030,8,12,8.44,10.4,34,110,350,1600,2017,2017
476,2763,DRAIN,KARNATAKA,24,33,6.4,8.9,6.7,8.5,280,1400,0.5,2.9,0.24,2.82,130,500,220,1600,2017,2017
477,2178,DRAIN,MAHARASHTRA,12,29,1,6.4,7,8.3,232,1286,4,90,0.82,0.82,2,120,110,540,2017,2017
478,2782,DRAIN,MAHARASHTRA,23,36,1.3,4.4,6.6,7.9,529,47130,9,110,0.4,3,110,1600,540,1600,2017,2017
479,2783,DRAIN,MAHARASHTRA,23,37,4,6.8,6.7,7.6,331,47490,3.2,140,0.4,2.4,140,1600,920,1600,2017,2017
480,2784,DRAIN,MAHARASHTRA,23,36,2.4,3.1,6.8,7.7,821,26190,16,120,0.5,10.5,110,1600,920,1600,2017,2017
481,2785,DRAIN,MAHARASHTRA,24,30,3.3,3.3,6.9,8.5,6340,68200,18,1100,0.6,14.9,49,1600,280,1600,2017,2017
482,2786,DRAIN,MAHARASHTRA,28,30,,,6.8,7.1,3648,5750,190,550,1.8,6.8,920,1600,1600,1600,2017,2017
483,2787,DRAIN,MAHARASHTRA,29,30,,,7,7.3,4058,7641,200,430,3.3,9.6,920,1600,1600,1600,2017,2017
484,2788,DRAIN,MAHARASHTRA,29,30,,,6.9,7.2,3798,7141,280,390,3.6,4.1,920,1600,1600,1600,2017,2017
485,2789,DRAIN,MAHARASHTRA,26,26,5,5.4,8,8.4,744,944,5.6,5.8,1.3,1.6,95,120,550,900,2017,2017
486,3923,DRAIN,ODISHA,20,36,3.4,8.1,6.3,7.7,268,527,2.7,11.3,0.97,14.21,22000,160000,54000,160000,2017,2017
487,3930,DRAIN,ODISHA,20,29,6.2,8.4,7.3,8.5,167,1019,0.3,3.2,0.52,2.38,78,9200,230,16000,2017,2017
488,3934,DRAIN,ODISHA,22,33,5.8,7.8,7.4,8.3,136,788,0.4,1.9,0.72,7.24,330,4900,790,13000,2017,2017
489,3939,DRAIN,ODISHA,16,35,5.5,7.5,7.1,8.1,102,294,0.2,1.9,0.51,1.82,170,9200,490,92000,2017,2017
490,2906,DRAIN,PUNJAB,8,28,,,7.2,8.3,1546,5552,35,190,0.27,2.39,7900,17000,24000,70000,2017,2017
491,2907,DRAIN,PUNJAB,13,28,,,7,7.4,607,1272,51,106,3.8,5.6,2500,4600,5800,9400,2017,2017
492,2908,INDUSTRIAL DRAIN,PUNJAB,20,35,1.1,5.8,7.2,8.2,596,1937,13,62,0.47,1.8,1700,6100,15000,40000,2017,2017
493,2909,INDUSTRIAL DRAIN,PUNJAB,9,29,1,4.1,7.3,8.4,419,4062,12,70,0.09,2.64,1800,9400,15000,35000,2017,2017
494,2910,INDUSTRIAL DRAIN,PUNJAB,14,29,,,7,7.5,986,1910,52,130,4,5.8,2600,7900,6300,14000,2017,2017
495,20013,STP,GOA,27.2,31.5,7.3,7.7,6,7.9,1750,1750,100,1520,,,,,,,2017,2017
496,20017,STP,KERALA,,,,,6,8.5,105,105,12,460,,,,,,,2017,2017
497,20018,STP,ODISHA,,,,,7.2,7.8,,,2.5,8.9,,,,,,,2017,2017
498,20019,STP,ODISHA,,,,,6.8,7.9,,,9.7,118.6,,,,,,,2017,2017
499,20020,STP,ODISHA,,,,,6.5,8.2,,,58.8,99.9,,,,,,,2017,2017
500,20023,STP,PUNJAB,,,,,6.8,7.9,,,24,135,,,,,,,2017,2017
501,20024,STP,PUNJAB,,,,,6.9,7.9,,,110,330,,,,,,,2017,2017
502,20025,STP,PUNJAB,,,,,6.6,7.6,,,13,122,,,,,,,2017,2017
503,20026,STP,PUNJAB,,,,,6.6,8.7,,,12,132,,,,,,,2017,2017
504,20027,STP,PUNJAB,,,,,6.2,7.7,,,12,180,,,,,,,2017,2017
505,20028,STP,PUNJAB,,,,,6.8,8.2,,,12,101,,,,,,,2017,2017
506,20004,STP,ANDHRA PRADESH,,,5.8,8.6,6.7,8.5,,,12,62.4,,,,,,,2017,2017
507,3060,DRAIN,TELANGANA,18,26,0.9,4.2,7.4,8.4,1339,1861,6,12,0.1,5.7,,,47,47,2017,2017
508,2354,CANAL,ANDHRA PRADESH,25,31,5.2,6.8,6.6,7.8,259,529,1,2.2,0.66,2.16,9,28,120,450,2017,2017
509,2355,CANAL,ANDHRA PRADESH,25,30,5,7.4,6.6,7.9,1432,37591,1,2.3,1.25,2.71,11,39,210,4500,2017,2017
510,3051,CANAL,ANDHRA PRADESH,21,27,1.4,5.6,6.5,8.4,762,1392,4.1,18,1.5,16.8,2,4,1600,2100,2017,2017
511,3052,DRAIN,ANDHRA PRADESH,22,27,2.1,5.5,6.8,7.9,802,3310,3.8,16.2,2,25,4,4,800,2200,2017,2017
512,3053,DRAIN,ANDHRA PRADESH,25,30,5.8,8.6,6.8,7.8,1379,51028,1.2,2.2,1.47,4.3,11,75,150,4200,2017,2017
513,3067,DRAIN,ANDHRA PRADESH,26,32,5.6,8,6.6,7.7,261,372,1.5,2.2,0.89,2.64,11,28,150,460,2017,2017
514,3054,DRAIN,TELANGANA,20,29,3.2,5.8,8.3,11.6,724,1086,2,6,1,25.8,10,80,40,300,2017,2017
515,3055,DRAIN,TELANGANA,22,33,1.6,3.3,7.3,8.5,946,1605,6,31,0.1,3.7,50,50,200,200,2017,2017
516,3056,DRAIN,TELANGANA,27,27,2.1,3.9,7.6,8.5,1227,1994,4,34,,,,,300,300,2017,2017
517,3057,DRAIN,TELANGANA,22,29,1.8,7,7.4,8.1,1029,1459,6,18,0.1,4.7,3,3,46,46,2017,2017
518,3058,DRAIN,TELANGANA,20,29,1.8,4.6,7,791,998,1312,8,17,0.1,29.5,,,175,175,2017,2017
519,3059,DRAIN,TELANGANA,22,30,1.4,6.3,7.4,8.6,1186,1812,6,33,0.1,4.6,75,75,275,275,2017,2017
520,3061,DRAIN,TELANGANA,25,27,1,5.1,7.3,8.1,908,2073,8,20,0.1,4.1,4,4,304,304,2017,2017
521,3062,DRAIN,TELANGANA,24,27,1,3.1,7.4,7.9,1265,1784,8,26,3.3,3.3,3,3,290,290,2017,2017
522,3063,DRAIN,TELANGANA,21,29,,,7.2,8.2,1202,2064,17,30,9,40,6,400,79,95,2017,2017
523,3064,DRAIN,TELANGANA,22,29,1,3.8,7.3,8.2,888,1273,12,62,0.2,50.1,10,180,6,1610,2017,2017
524,3065,DRAIN,TELANGANA,20,29,1,1.5,7.1,8.2,951,1320,22,59,3.2,45.1,560,560,148,1690,2017,2017
525,3066,DRAIN,TELANGANA,24,32,1,4.2,7.1,7.7,830,1190,15,88,0.7,60.1,60,200,60,2400,2017,2017
526,,Coastal/ Creek/ Marine/ Sea Water (under NWMP),MAHARASHTRA,26,30,3.1,5.5,6.9,8,808,59840,7,17,1.5,6.6,22,240,170,1600,2018,2018
527,,Coastal/ Creek/ Marine/ Sea Water (under NWMP),MAHARASHTRA,23,30,3.4,6,7.2,8.3,179,65050,4,15,0.8,7.7,22,350,130,1600,2018,2018
528,,Coastal/ Creek/ Marine/ Sea Water (under NWMP),MAHARASHTRA,22,31,3.6,6.5,6.9,8,491,65180,3.5,20,0.3,4.3,21,350,94,1600,2018,2018
529,,Coastal/ Creek/ Marine/ Sea Water (under NWMP),MAHARASHTRA,22,32,3.2,5.7,7.1,7.9,3682,65260,6,20,0.6,6,7.8,110,26,1600,2018,2018
530,,Coastal/ Creek/ Marine/ Sea Water (under NWMP),MAHARASHTRA,28,30,3,6.9,6.4,8.2,182,54070,3,18,0.1,7.9,17,170,70,920,2018,2018
531,,Coastal/ Creek/ Marine/ Sea Water (under NWMP),GOA,26,30,5.8,7.7,7.02,8.2,15250,477710,0.5,3,,20.461,13,790,23,2200,2018,2018
532,,Coastal/ Creek/ Marine/ Sea Water (under NWMP),GOA,28,29,6.2,8,7.2,8.1,11230,50610,0.5,2.9,,0.508,33,350,79,540,2018,2018
533,,Coastal/ Creek/ Marine/ Sea Water (under NWMP),GOA,27,29,5.6,7.5,6.58,8.19,11180,52870,0.6,2.9,,0.985,79,170,130,350,2018,2018
534,,Coastal/ Creek/ Marine/ Sea Water (under NWMP),GOA,28,32,6.1,7.9,6.7,7.9,99.86,58360,0.6,3.3,,2.163,17,540,49,920,2018,2018
535,,Coastal/ Creek/ Marine/ Sea Water (under NWMP),MAHARASHTRA,23,28,6,7.2,6.6,7.8,93,17220,1.8,2.8,0.17,2.46,4,26,31,220,2018,2018
536,,Coastal/ Creek/ Marine/ Sea Water (under NWMP),MAHARASHTRA,25,33,3.2,5.3,6.6,7.8,28890,63290,7,20,0.6,5.3,22,1600,170,1600,2018,2018
537,,Coastal/ Creek/ Marine/ Sea Water (under NWMP),MAHARASHTRA,26,32,3.8,5.3,6.8,7.7,725.5,62420,7,54,0.3,7.2,21,1600,130,1600,2018,2018
538,,Coastal/ Creek/ Marine/ Sea Water (under NWMP),MAHARASHTRA,26,33,3.5,5.2,6.6,7.8,37640,62360,9,20,0.6,7.2,79,1600,540,1600,2018,2018
539,,Coastal/ Creek/ Marine/ Sea Water (under NWMP),MAHARASHTRA,26,33,3.3,4.9,6.9,8.2,35190,62880,11,18,0.7,7.2,23,1600,220,1600,2018,2018
540,,Coastal/ Creek/ Marine/ Sea Water (under NWMP),MAHARASHTRA,26,32,3,5.1,6.7,8,35020,63010,8.5,20,1,14.2,22,1600,240,1600,2018,2018
541,,Coastal/ Creek/ Marine/ Sea Water (under NWMP),MAHARASHTRA,25,30,1.9,5.3,6.3,8.1,7280,67780,7,30,1.3,4.4,21,350,170,1600,2018,2018
542,,Coastal/ Creek/ Marine/ Sea Water (under NWMP),MAHARASHTRA,26,30,3.1,5.2,7.2,8.1,795,62110,7,22,1.3,5.5,27,1600,220,1600,2018,2018
543,,Coastal/ Creek/ Marine/ Sea Water (under NWMP),MAHARASHTRA,26,32,3,5.3,6.9,8,812,62290,8,22,1.3,4.5,4,1600,31,1600,2018,2018
544,,Coastal/ Creek/ Marine/ Sea Water (under NWMP),MAHARASHTRA,25,33,3.1,5.5,6.9,7.9,35550,63090,7,20,0.2,7.3,70,1600,350,1600,2018,2018
545,,Coastal/ Creek/ Marine/ Sea Water (under NWMP),MAHARASHTRA,26,33,3,5.3,6.5,8.1,947,62960,8,20,0.3,6.9,63,1600,540,1600,2018,2018
546,,Coastal/ Creek/ Marine/ Sea Water (under NWMP),MAHARASHTRA,26,33,2.9,5,6.8,7.9,35090,63120,9,20,0.7,7.2,110,1600,540,1600,2018,2018
547,,Coastal/ Creek/ Marine/ Sea Water (under NWMP),MAHARASHTRA,25,32,3.4,5.5,6.9,7.7,417,63110,7,20,0.3,7.8,33,920,430,1600,2018,2018
548,,Coastal/ Creek/ Marine/ Sea Water (under NWMP),MAHARASHTRA,25,31,3.1,5.6,6.7,8.1,35140,64480,8,20,0.6,5.1,48,1600,350,1600,2018,2018
549,,Coastal/ Creek/ Marine/ Sea Water (under NWMP),MAHARASHTRA,22,28,5.4,6.5,6.5,8,22420,54590,2.2,4.2,1.14,4.13,20,94,140,920,2018,2018
550,,Coastal/ Creek/ Marine/ Sea Water (under NWMP),MAHARASHTRA,23,27,5,6.8,6.8,8,33860,51960,2.2,4.2,0.98,3.14,17,49,120,350,2018,2018
551,,Coastal/ Creek/ Marine/ Sea Water (under NWMP),MAHARASHTRA,23,26,5,7,6.8,8.1,11860,58960,2,4.2,0.9,2.88,23,79,94,540,2018,2018
552,,Coastal/ Creek/ Marine/ Sea Water (under NWMP),ODISHA,25,32,5.8,7.7,7.6,8.4,35020,59260,0.5,2.6,0.13,8.041,1.8,330,1.8,330,2018,2018
553,,Coastal/ Creek/ Marine/ Sea Water (under NWMP),ODISHA,23,30,6.2,8.6,7.4,8.2,30180,62200,0.2,2.8,0.176,2.28,1.8,700,1.8,3500,2018,2018
554,,Coastal/ Creek/ Marine/ Sea Water (under NWMP),ODISHA,9,26,5.8,9.8,7.5,8.2,37820,59970,0.5,2.3,0.11,1.34,1.8,230,1.8,790,2018,2018
555,,Coastal/ Creek/ Marine/ Sea Water (under NWMP),ODISHA,21,30,2.6,8.2,6.7,7.7,146,28760,0.8,7.9,0.25,4.09,1.8,16000,20,16000,2018,2018
556,,Coastal/ Creek/ Marine/ Sea Water (under NWMP),MAHARASHTRA,25,31,,4.9,7,8,19920,64000,10,120,1.1,5,79,1600,430,1600,2018,2018
557,,Coastal/ Creek/ Marine/ Sea Water (under NWMP),MAHARASHTRA,24,30,,5.5,6.9,8.6,8036,67980,6,110,1.4,4,23,540,130,1600,2018,2018
558,,DRAIN,CHANDIGARH,16,30,0,1,6.6,7.4,551,724,49,161,1.2,6,18000,8000000,22000,18000000,2018,2018
559,,DRAIN,CHANDIGARH,16,29,,,7.2,7.8,256,1092,53,437,1.1,7.4,80000,11000000,110000,18000000,2018,2018
560,,DRAIN,CHANDIGARH,15,30,0,7.6,7,7.6,719,1018,64,270,1.1,4.3,11000,3200000,27000,7600000,2018,2018
561,,DRAIN,DELHI,,,,,6.8,7.91,,,32,89,,,,,,,2018,2018
562,,DRAIN,DELHI,,,,,6.88,7.96,,,11,141,,,,,,,2018,2018
563,,DRAIN,DELHI,,,,,6.83,7.85,,,66,242,,,,,,,2018,2018
564,,DRAIN,DELHI,,,,,7.03,8.1,,,26,129,,,,,,,2018,2018
565,,DRAIN,DELHI,,,,,6.94,7.88,,,26,195,,,,,,,2018,2018
566,,DRAIN,DELHI,,,,,6.81,7.82,,,43,162,,,,,,,2018,2018
567,,DRAIN,DELHI,,,,,6.88,7.89,,,73,397,,,,,,,2018,2018
568,,DRAIN,HIMACHAL PRADESH,,,7,7.8,7.5,8.14,272,539,0.8,2.8,0.11,0.645,2,13,22,40,2018,2018
569,,DRAIN,HIMACHAL PRADESH,20,25,4.9,6.3,7.23,8.36,268,4950,0.1,16,0.268,12.59,9,70,58,920,2018,2018
570,,DRAIN,HIMACHAL PRADESH,,,5.8,5.8,7.71,7.71,470,470,8,8,7.533,7.533,31,31,220,220,2018,2018
571,,DRAIN,HIMACHAL PRADESH,17.5,25,3.1,6.1,7.42,8.6,476,4900,0.1,14,0.65,14.825,17,140,64,1600,2018,2018
572,,DRAIN,HIMACHAL PRADESH,12,22,6.5,9.2,7.8,8.34,314,426,0.3,0.5,0.126,0.378,12,21,31,39,2018,2018
