,Station code,srcStateName,Minimum temperature for ground water in celsius,Maximum temperature for ground water in celsius,Minimum potential of Hydrogen value in water,Maximum potential of Hydrogen value in water,Minimum Conductivity Level,Maximum Conductivity Level,Minimum Biochemical oxygen demand,Maximum Biochemical oxygen demand,Minimum  of Nitrate N + Nitrite N required required for ground water,Maximum  of Nitrate N + Nitrite N required required for ground water,Minimum  of Faecal Coliforms required for ground water,Maximum   of Faecal Coliforms required for ground water,Minimum  of total coliform required for ground water,Maximum  of total coliform required for ground water,srcYear,YearCode
3456,4170.0,RAJASTHAN,18.0,22.0,7.3,7.8,1290.0,1480.0,0.8,1.8,2.5,2.8,4.0,4.0,7.0,7.0,2018,2018
3457,4176.0,RAJASTHAN,20.0,29.0,7.4,7.6,3100.0,3300.0,1.2,1.7,2.5,3.1,4.0,4.0,7.0,7.0,2018,2018
3458,4177.0,RAJASTHAN,16.0,32.0,8.3,8.6,580.0,630.0,0.6,2.2,2.4,3.0,7.0,14.0,11.0,150.0,2018,2018
3459,4178.0,RAJASTHAN,16.0,32.0,8.2,8.6,1050.0,1270.0,1.1,4.3,2.3,3.1,7.0,20.0,20.0,75.0,2018,2018
3460,4180.0,RAJASTHAN,26.0,26.0,7.8,7.8,1240.0,1240.0,0.4,0.4,1.1,1.1,3.0,3.0,4.0,4.0,2018,2018
3461,4181.0,RAJASTHAN,27.0,27.0,7.7,7.7,1410.0,1410.0,1.2,1.2,1.1,1.1,3.0,3.0,4.0,4.0,2018,2018
3462,4183.0,RAJASTHAN,26.0,26.0,7.5,7.5,2200.0,2200.0,0.8,0.8,1.2,1.2,3.0,3.0,4.0,4.0,2018,2018
3463,4184.0,RAJASTHAN,26.0,26.0,7.5,7.5,2000.0,2000.0,0.6,0.6,1.3,1.3,3.0,3.0,4.0,4.0,2018,2018
3464,1449.0,TAMIL NADU,20.0,28.0,7.2,7.2,612.0,1218.0,6.2,6.3,0.6,13.9,2.0,4.0,4.0,7.0,2018,2018
3465,15.0,TELANGANA,29.0,29.0,7.3,7.3,880.0,880.0,2.0,2.0,,1.3,24.0,24.0,700.0,700.0,2018,2018
3466,16.0,TELANGANA,28.0,29.0,7.9,7.9,739.0,822.0,4.0,4.0,1.1,15.9,2.0,26.0,15.0,400.0,2018,2018
3467,27.0,TELANGANA,26.0,27.0,6.4,8.2,684.0,2606.0,3.0,3.0,0.7,32.6,8.0,50.0,45.0,400.0,2018,2018
3468,1515.0,TELANGANA,30.0,30.0,7.2,7.3,1001.0,1170.0,6.0,7.0,7.9,25.4,2.0,26.0,18.0,3125.0,2018,2018
3469,1525.0,TELANGANA,26.0,30.0,7.2,7.3,3050.0,3120.0,,,22.6,28.7,2.0,2.0,2.0,2.0,2018,2018
3470,1791.0,TELANGANA,28.0,31.0,7.2,7.3,1188.0,1528.0,8.0,12.0,3.7,8.2,2.0,25.0,12.0,12050.0,2018,2018
3471,1792.0,TELANGANA,28.0,30.0,7.0,8.0,1396.0,1511.0,4.0,6.0,14.5,18.3,2.0,27.0,13.0,14.0,2018,2018
3472,1793.0,TELANGANA,26.0,26.0,7.3,7.7,1692.0,1945.0,4.0,6.0,0.2,1.5,18.0,28.0,540.0,650.0,2018,2018
3473,1794.0,TELANGANA,26.0,28.0,7.2,7.3,1065.0,1161.0,6.0,7.0,,4.3,2.0,22.0,230.0,550.0,2018,2018
3474,1795.0,TELANGANA,26.0,29.0,7.1,7.5,3560.0,3640.0,,,45.8,49.9,2.0,2.0,2.0,2.0,2018,2018
3475,1810.0,TELANGANA,26.0,26.0,7.0,8.0,2918.0,2938.0,,,24.6,32.5,2.0,2.0,2.0,2.0,2018,2018
3476,1811.0,TELANGANA,24.0,25.0,6.6,7.8,1845.0,2011.0,,,12.5,22.3,2.0,2.0,2.0,2.0,2018,2018
3477,3088.0,TELANGANA,29.0,30.0,6.5,6.8,1674.0,1776.0,7.0,8.0,11.4,41.9,2.0,25.0,6.0,8025.0,2018,2018
3478,3094.0,TELANGANA,26.0,29.0,7.8,7.9,855.0,889.0,4.0,6.0,,,8.0,26.0,130.0,600.0,2018,2018
3479,4260.0,TELANGANA,31.0,31.0,7.7,7.8,1168.0,1250.0,2.0,3.0,6.7,6.8,,,,,2018,2018
3480,4261.0,TELANGANA,27.0,27.0,6.4,6.4,5560.0,5560.0,,,62.5,62.5,,,,,2018,2018
3481,4262.0,TELANGANA,27.0,28.0,6.9,6.9,1694.0,2117.0,3.0,3.0,20.5,62.5,,,,,2018,2018
3482,4263.0,TELANGANA,27.0,32.0,7.0,7.3,3170.0,3590.0,,,25.3,30.3,,,,,2018,2018
3483,4264.0,TELANGANA,27.0,27.0,6.6,7.6,2842.0,3380.0,,,21.1,48.2,,,,,2018,2018
3484,4266.0,TELANGANA,28.0,28.0,6.9,6.9,1694.0,1694.0,3.0,3.0,62.5,62.5,,,,,2018,2018
3485,4267.0,TELANGANA,29.0,29.0,7.0,7.8,2036.0,3520.0,53.0,53.0,48.4,53.0,49.0,49.0,530.0,530.0,2018,2018
3486,4268.0,TELANGANA,26.0,26.0,6.7,7.4,1401.0,1722.0,12.0,16.0,0.5,10.9,2.0,2.0,430.0,430.0,2018,2018
3487,4269.0,TELANGANA,25.0,27.0,6.6,7.8,2676.0,3140.0,16.0,24.0,1.2,6.1,8.0,8.0,540.0,540.0,2018,2018
3488,4270.0,TELANGANA,25.0,29.0,7.1,7.3,2264.0,2448.0,8.0,10.0,12.6,32.6,4.0,4.0,220.0,220.0,2018,2018
3489,4271.0,TELANGANA,26.0,28.0,6.9,7.3,1853.0,1883.0,10.0,12.0,25.6,28.1,6.0,6.0,540.0,540.0,2018,2018
3490,4272.0,TELANGANA,28.0,30.0,7.4,7.6,709.0,791.0,2.0,6.0,1.2,2.7,2.0,2.0,220.0,220.0,2018,2018
3491,4273.0,TELANGANA,28.0,32.0,6.8,7.2,2954.0,3030.0,16.0,22.0,17.5,23.9,10.0,10.0,280.0,280.0,2018,2018
3492,4274.0,TELANGANA,28.0,33.0,7.1,7.6,1678.0,1953.0,3.0,10.0,18.3,20.7,2.0,2.0,540.0,540.0,2018,2018
3493,4275.0,TELANGANA,28.0,28.0,7.4,7.4,2185.0,2185.0,18.0,18.0,11.2,11.2,2.0,2.0,430.0,430.0,2018,2018
3494,4276.0,TELANGANA,27.0,29.0,7.5,7.8,1954.0,2036.0,,,48.4,55.5,,,,,2018,2018
3495,4277.0,TELANGANA,28.0,32.0,6.5,6.7,5940.0,6980.0,,,50.8,61.0,7.0,7.0,38.0,38.0,2018,2018
3496,4278.0,TELANGANA,28.0,33.0,6.5,7.1,798.0,4340.0,,,7.6,30.7,,,,,2018,2018
3497,4279.0,TELANGANA,28.0,28.0,8.2,8.2,2909.0,2909.0,,,16.3,16.3,7.0,7.0,38.0,38.0,2018,2018
3498,4280.0,TELANGANA,25.0,28.0,7.3,7.4,1807.0,7250.0,22.0,72.0,0.3,4.6,2.0,2.0,10.0,15.0,2018,2018
3499,4281.0,TELANGANA,27.0,27.0,6.7,7.0,3550.0,3820.0,,,11.1,16.2,,,,,2018,2018
3500,4282.0,TELANGANA,28.0,28.0,6.7,7.0,1401.0,1565.0,,,20.5,25.3,,,,,2018,2018
3501,4283.0,TELANGANA,26.0,27.0,6.9,7.2,4690.0,5680.0,0.0,0.0,52.1,66.1,4.0,4.0,70.0,70.0,2018,2018
3502,1944.0,WEST BENGAL,31.0,31.0,6.3,6.4,123.0,168.0,0.6,0.9,0.3,0.5,2.0,2.0,2.0,2.0,2018,2018
3503,4284.0,TELANGANA,26.0,27.0,7.1,7.2,1950.0,3390.0,,,40.6,66.5,5.0,5.0,62.0,62.0,2018,2018
3504,4285.0,TELANGANA,27.0,27.0,6.5,6.9,2687.0,2962.0,,,58.4,63.3,4.0,4.0,32.0,32.0,2018,2018
3505,4286.0,TELANGANA,27.0,27.0,7.0,7.6,456.0,3240.0,,,5.7,65.6,,,,,2018,2018
3506,4287.0,TELANGANA,32.0,32.0,6.9,7.0,1986.0,2494.0,,,36.6,63.5,,,,,2018,2018
3507,4288.0,TELANGANA,31.0,31.0,7.1,7.1,979.0,979.0,,,48.1,48.1,3.0,3.0,34.0,34.0,2018,2018
3508,4289.0,TELANGANA,27.0,29.0,6.6,7.0,1376.0,1436.0,,,32.5,51.5,5.0,5.0,39.0,39.0,2018,2018
3509,4290.0,TELANGANA,28.0,28.0,6.7,7.2,976.0,1237.0,24.0,24.0,7.2,26.3,38.0,38.0,,,2018,2018
3510,1405.0,TRIPURA,25.0,27.0,7.5,7.8,129.0,157.0,0.0,0.0,0.4,0.9,2.0,2.0,2.0,2.0,2018,2018
3511,1406.0,TRIPURA,25.0,28.0,5.9,6.5,134.0,181.0,0.0,0.0,0.3,0.4,2.0,2.0,2.0,2.0,2018,2018
3512,1730.0,TRIPURA,26.0,27.0,5.8,6.0,116.0,129.0,0.0,0.0,0.4,0.4,2.0,2.0,2.0,2.0,2018,2018
3513,1731.0,TRIPURA,25.0,27.0,6.4,6.5,108.0,113.0,0.0,0.0,0.2,0.3,2.0,2.0,2.0,2.0,2018,2018
3514,1732.0,TRIPURA,26.0,27.0,5.9,6.0,124.0,131.0,0.0,0.0,0.3,0.4,2.0,2.0,2.0,2.0,2018,2018
3515,1733.0,TRIPURA,25.0,27.0,6.3,6.4,124.0,156.0,0.0,0.0,0.2,0.3,2.0,2.0,2.0,2.0,2018,2018
3516,1734.0,TRIPURA,25.0,27.0,6.7,6.8,118.0,131.0,0.0,0.0,0.2,0.4,2.0,2.0,2.0,2.0,2018,2018
3517,3423.0,TRIPURA,26.0,28.0,6.4,6.8,137.0,138.0,0.0,0.0,0.3,0.4,2.0,2.0,2.0,2.0,2018,2018
3518,3424.0,TRIPURA,26.0,28.0,6.4,6.6,118.0,125.0,0.0,0.5,0.2,0.3,2.0,2.0,2.0,2.0,2018,2018
3519,3425.0,TRIPURA,27.0,28.0,6.2,6.9,135.0,147.0,0.0,0.0,0.3,0.3,2.0,2.0,2.0,2.0,2018,2018
3520,3426.0,TRIPURA,25.0,27.0,6.2,6.3,118.0,137.0,0.0,0.0,0.2,0.3,2.0,2.0,2.0,2.0,2018,2018
3521,3427.0,TRIPURA,27.0,27.0,6.4,6.4,109.0,122.0,0.0,0.5,0.2,0.2,2.0,2.0,2.0,2.0,2018,2018
3522,3428.0,TRIPURA,26.0,27.0,6.1,6.9,123.0,134.0,0.0,0.0,0.2,0.2,2.0,2.0,2.0,2.0,2018,2018
3523,3429.0,TRIPURA,26.0,27.0,6.3,6.6,128.0,145.0,0.0,0.2,0.2,0.2,2.0,2.0,2.0,2.0,2018,2018
3524,3430.0,TRIPURA,25.0,26.0,6.2,6.5,126.0,144.0,0.0,0.0,0.2,0.2,2.0,2.0,2.0,2.0,2018,2018
3525,3431.0,TRIPURA,26.0,27.0,5.9,5.9,122.0,137.0,0.0,0.4,0.1,0.2,2.0,2.0,2.0,2.0,2018,2018
3526,3432.0,TRIPURA,26.0,26.0,6.1,6.2,128.0,145.0,0.0,0.2,0.3,0.4,2.0,2.0,2.0,2.0,2018,2018
3527,3433.0,TRIPURA,25.0,26.0,6.3,6.6,138.0,177.0,0.0,0.4,0.3,0.3,2.0,2.0,2.0,2.0,2018,2018
3528,3434.0,TRIPURA,26.0,26.0,6.2,6.9,132.0,151.0,0.0,0.0,0.3,0.4,2.0,2.0,2.0,2.0,2018,2018
3529,3435.0,TRIPURA,25.0,26.0,6.5,7.0,142.0,187.0,0.0,0.1,0.2,0.3,2.0,2.0,2.0,2.0,2018,2018
3530,3436.0,TRIPURA,26.0,26.0,5.9,6.1,184.0,206.0,0.0,0.2,0.3,0.4,2.0,2.0,2.0,2.0,2018,2018
3531,4185.0,TRIPURA,26.0,26.0,7.1,7.1,135.0,135.0,0.2,0.2,0.2,0.2,,,,,2018,2018
3532,4186.0,TRIPURA,27.0,27.0,6.3,6.3,96.0,96.0,0.1,0.1,0.3,0.3,,,,,2018,2018
3533,4187.0,TRIPURA,27.0,27.0,7.0,7.0,96.0,96.0,0.1,0.1,0.3,0.3,,,,,2018,2018
3534,4188.0,TRIPURA,26.0,26.0,7.2,7.2,108.0,108.0,0.2,0.2,0.2,0.2,,,,,2018,2018
3535,4189.0,TRIPURA,27.0,27.0,6.9,6.9,97.0,97.0,0.1,0.1,0.2,0.2,,,,,2018,2018
3536,4190.0,TRIPURA,27.0,27.0,6.3,6.3,112.0,112.0,0.1,0.1,0.3,0.3,,,,,2018,2018
3537,4191.0,TRIPURA,26.0,26.0,7.0,7.0,106.0,106.0,0.1,0.1,0.3,0.3,,,,,2018,2018
3538,4200.0,TRIPURA,26.0,26.0,6.9,6.9,137.0,137.0,0.0,0.0,0.2,0.2,,,,,2018,2018
3539,4201.0,TRIPURA,27.0,27.0,5.9,5.9,143.0,143.0,0.1,0.1,0.2,0.2,,,,,2018,2018
3540,4202.0,TRIPURA,27.0,27.0,5.7,5.7,157.0,157.0,0.1,0.1,0.2,0.2,2.0,2.0,2.0,2.0,2018,2018
3541,4203.0,TRIPURA,26.0,26.0,6.1,6.1,151.0,151.0,0.1,0.1,0.3,0.3,2.0,2.0,2.0,2.0,2018,2018
3542,4204.0,TRIPURA,26.0,26.0,6.2,6.2,149.0,149.0,0.1,0.1,0.3,0.3,2.0,2.0,2.0,2.0,2018,2018
3543,4205.0,TRIPURA,27.0,27.0,6.3,6.3,144.0,144.0,0.1,0.1,0.4,0.4,2.0,2.0,2.0,2.0,2018,2018
3544,4206.0,TRIPURA,27.0,27.0,5.9,5.9,137.0,137.0,0.1,0.1,0.5,0.5,2.0,2.0,2.0,2.0,2018,2018
3545,4207.0,TRIPURA,27.0,27.0,6.5,6.5,148.0,148.0,0.1,0.1,0.3,0.3,2.0,2.0,2.0,2.0,2018,2018
3546,4208.0,TRIPURA,26.0,26.0,6.3,6.3,189.0,189.0,0.1,0.1,0.4,0.4,2.0,2.0,2.0,2.0,2018,2018
3547,4209.0,TRIPURA,27.0,27.0,6.5,6.5,151.0,151.0,0.0,0.0,0.3,0.3,2.0,2.0,2.0,2.0,2018,2018
3548,4210.0,TRIPURA,26.0,26.0,6.1,6.1,145.0,145.0,0.1,0.1,0.3,0.3,2.0,2.0,2.0,2.0,2018,2018
3549,4211.0,TRIPURA,26.0,26.0,6.3,6.3,150.0,150.0,0.0,0.0,0.3,0.3,2.0,2.0,2.0,2.0,2018,2018
3550,4212.0,TRIPURA,26.0,26.0,6.3,6.3,157.0,157.0,0.1,0.1,0.4,0.4,2.0,2.0,2.0,2.0,2018,2018
3551,4213.0,TRIPURA,27.0,27.0,6.3,6.3,135.0,135.0,0.2,0.2,0.3,0.3,2.0,2.0,2.0,2.0,2018,2018
3552,4214.0,TRIPURA,26.0,26.0,5.5,5.5,157.0,157.0,0.0,0.0,0.4,0.4,2.0,2.0,2.0,2.0,2018,2018
3553,4215.0,TRIPURA,26.0,26.0,5.4,5.4,183.0,183.0,0.0,0.0,0.4,0.4,2.0,2.0,2.0,2.0,2018,2018
3554,4216.0,TRIPURA,27.0,27.0,5.8,5.8,151.0,151.0,0.1,0.1,0.2,0.2,2.0,2.0,2.0,2.0,2018,2018
3555,4217.0,TRIPURA,26.0,26.0,6.1,6.1,165.0,165.0,0.0,0.0,0.2,0.2,2.0,2.0,2.0,2.0,2018,2018
3556,4218.0,TRIPURA,26.0,26.0,6.1,6.1,133.0,133.0,0.1,0.1,0.2,0.2,2.0,2.0,2.0,2.0,2018,2018
3557,1736.0,UTTAR PRADESH,20.0,26.0,5.2,7.6,142.0,990.0,1.4,5.6,,,180.0,200.0,360.0,400.0,2018,2018
3558,1737.0,UTTAR PRADESH,23.0,28.0,5.7,8.4,482.0,670.0,3.1,4.6,,0.3,180.0,2200.0,360.0,3400.0,2018,2018
3559,1738.0,UTTAR PRADESH,29.0,29.0,7.5,7.5,868.0,868.0,0.1,0.1,0.9,0.9,2.0,2.0,2.0,2.0,2018,2018
3560,1739.0,UTTAR PRADESH,29.0,29.0,7.2,7.2,1562.0,1562.0,2.7,2.7,0.8,0.8,2.0,2.0,2.0,2.0,2018,2018
3561,1740.0,UTTAR PRADESH,29.0,29.0,7.3,7.3,2475.0,2475.0,0.0,0.0,0.6,0.6,2.0,2.0,23.0,23.0,2018,2018
3562,1741.0,UTTAR PRADESH,29.0,29.0,7.4,7.4,786.0,786.0,0.0,0.0,0.5,0.5,2.0,2.0,2.0,2.0,2018,2018
3563,1742.0,UTTAR PRADESH,,,7.7,7.7,620.0,620.0,0.5,0.5,0.3,0.3,2.0,2.0,2.0,2.0,2018,2018
3564,1743.0,UTTAR PRADESH,,,7.7,7.7,886.0,886.0,0.0,0.0,6.3,6.3,2.0,2.0,2.0,2.0,2018,2018
3565,1744.0,UTTAR PRADESH,30.0,30.0,7.1,7.1,2056.0,2056.0,,,,,2.0,2.0,2.0,2.0,2018,2018
3566,1745.0,UTTAR PRADESH,30.0,30.0,7.3,7.3,1757.0,1757.0,,,,,2.0,2.0,2.0,2.0,2018,2018
3567,1746.0,UTTAR PRADESH,18.0,18.0,7.7,7.8,802.0,891.0,,,0.1,0.1,,,,,2018,2018
3568,1747.0,UTTAR PRADESH,19.0,19.0,7.8,7.8,869.0,901.0,,,0.2,0.2,,,,,2018,2018
3569,1751.0,UTTAR PRADESH,,,7.4,7.4,840.0,840.0,1.0,1.0,1.1,1.1,2.0,2.0,2.0,2.0,2018,2018
3570,1752.0,UTTAR PRADESH,23.0,24.0,7.3,7.4,1620.0,2060.0,1.0,1.1,0.4,0.4,2.0,2.0,2.0,2.0,2018,2018
3571,1753.0,UTTAR PRADESH,23.0,24.0,7.1,7.3,527.0,576.0,0.3,0.3,0.4,0.4,2.0,2.0,2.0,2.0,2018,2018
3572,1754.0,UTTAR PRADESH,23.0,24.0,7.2,7.5,760.0,890.0,0.2,0.3,0.3,0.4,2.0,2.0,2.0,2.0,2018,2018
3573,1755.0,UTTAR PRADESH,0.0,24.0,7.2,7.5,1490.0,1525.0,0.2,0.2,0.3,0.3,2.0,2.0,2.0,2.0,2018,2018
3574,1538.0,ASSAM,24.0,24.0,5.5,6.5,95.0,120.0,0.7,1.8,2.4,3.7,2.0,2.0,2.0,2.0,2018,2018
3575,1756.0,UTTAR PRADESH,21.0,27.0,7.5,7.7,457.0,470.0,1.4,1.4,,1.5,,,,,2018,2018
3576,1758.0,UTTAR PRADESH,21.0,27.0,7.6,7.7,502.0,525.0,0.9,0.9,,1.7,,,,,2018,2018
3577,1759.0,UTTAR PRADESH,25.0,26.0,6.7,7.2,796.0,848.0,0.3,0.4,1.3,1.5,,,,,2018,2018
3578,2467.0,UTTAR PRADESH,21.0,27.0,7.5,7.5,488.0,517.0,1.0,1.0,,1.9,,,,,2018,2018
3579,2468.0,UTTAR PRADESH,21.0,27.0,7.4,7.5,465.0,485.0,1.3,1.3,,1.3,,,,,2018,2018
3580,2469.0,UTTAR PRADESH,25.0,26.0,7.2,7.4,1082.0,1116.0,0.3,0.5,1.4,1.9,,,,,2018,2018
3581,2470.0,UTTAR PRADESH,25.0,26.0,6.9,7.3,1138.0,1382.0,0.3,0.5,1.5,1.8,,,,,2018,2018
3582,2471.0,UTTAR PRADESH,22.0,28.0,7.8,8.2,496.0,564.0,2.4,5.6,,0.5,180.0,43000.0,360.0,63000.0,2018,2018
3583,2474.0,UTTAR PRADESH,18.0,18.0,7.8,7.8,816.0,861.0,,,0.2,0.2,,,,,2018,2018
3584,2475.0,UTTAR PRADESH,19.0,19.0,7.9,8.1,851.0,977.0,,,0.2,0.2,,,,,2018,2018
3585,2478.0,UTTAR PRADESH,,,8.0,8.0,539.0,539.0,0.8,0.8,0.4,0.4,2.0,2.0,2.0,2.0,2018,2018
3586,1748.0,UTTARAKHAND,24.0,26.0,7.2,7.4,280.0,370.0,1.2,2.0,,,,,,,2018,2018
3587,3440.0,UTTARAKHAND,25.0,25.0,7.2,7.2,410.0,410.0,1.4,1.4,,,,,,,2018,2018
3588,3441.0,UTTARAKHAND,26.0,26.0,7.2,7.3,270.0,450.0,1.2,1.2,,,,,,,2018,2018
3589,3442.0,UTTARAKHAND,24.0,26.0,7.2,7.4,280.0,320.0,1.2,1.6,,,,,,,2018,2018
3590,3443.0,UTTARAKHAND,25.0,26.0,7.2,7.3,310.0,310.0,1.2,2.0,,,,,,,2018,2018
3591,3444.0,UTTARAKHAND,23.0,25.0,7.2,7.3,250.0,370.0,1.4,2.0,,,,,,,2018,2018
3592,3445.0,UTTARAKHAND,25.0,25.0,6.8,6.8,450.0,450.0,1.2,1.2,,,,,,,2018,2018
3593,3447.0,UTTARAKHAND,25.0,26.0,7.1,7.2,330.0,370.0,1.2,1.8,,,,,,,2018,2018
3594,3448.0,UTTARAKHAND,24.0,25.0,7.4,7.4,240.0,440.0,1.2,1.2,,,,,,,2018,2018
3595,3449.0,UTTARAKHAND,25.0,25.0,7.1,7.6,300.0,310.0,1.2,2.0,,,,,,,2018,2018
3596,3456.0,UTTARAKHAND,17.0,18.0,7.2,7.3,,,,,,,,,2.0,2.0,2018,2018
3597,3457.0,UTTARAKHAND,16.0,17.0,7.3,7.4,,,,,,,,,2.0,2.0,2018,2018
3598,1766.0,WEST BENGAL,30.0,31.0,7.1,7.5,681.0,835.0,0.6,0.6,0.1,0.1,2.0,8.0,2.0,11.0,2018,2018
3599,1767.0,WEST BENGAL,28.0,28.0,7.2,7.7,167.0,324.0,0.5,0.6,0.4,0.7,4.0,8.0,7.0,11.0,2018,2018
3600,1768.0,WEST BENGAL,28.0,31.0,7.3,7.5,737.0,810.0,0.5,0.7,0.9,1.0,2.0,4.0,2.0,8.0,2018,2018
3601,1769.0,WEST BENGAL,33.0,35.0,7.3,7.4,1889.0,2025.0,0.6,0.7,0.2,0.3,2.0,2.0,2.0,2.0,2018,2018
3602,1770.0,WEST BENGAL,32.0,34.0,7.2,7.2,2327.0,2380.0,0.4,0.6,0.3,0.4,2.0,2.0,2.0,2.0,2018,2018
3603,1771.0,WEST BENGAL,28.0,28.0,7.8,8.1,834.0,1258.0,0.2,3.0,0.1,0.4,2.0,2.0,2.0,2.0,2018,2018
3604,1772.0,WEST BENGAL,27.0,29.0,7.0,7.8,1176.0,1216.0,0.2,0.5,0.2,2.3,2.0,2.0,2.0,2.0,2018,2018
3605,1773.0,WEST BENGAL,29.0,32.0,7.2,8.0,1801.0,2087.0,0.6,1.9,0.3,0.4,130.0,220.0,350.0,900.0,2018,2018
3606,1774.0,WEST BENGAL,29.0,34.0,6.9,7.2,1949.0,6070.0,1.4,2.2,0.3,0.4,2.0,4.0,2.0,11.0,2018,2018
3607,1775.0,WEST BENGAL,28.0,32.0,7.2,8.0,1823.0,2378.0,1.7,1.9,0.3,0.3,2.0,2.0,2.0,4.0,2018,2018
3608,1776.0,WEST BENGAL,27.0,29.0,7.4,7.7,921.0,930.0,1.0,1.4,0.1,0.3,2.0,2.0,2.0,2.0,2018,2018
3609,1777.0,WEST BENGAL,27.0,28.0,7.6,7.9,981.0,1097.0,0.7,0.7,,0.3,2.0,2.0,2.0,2.0,2018,2018
3610,1778.0,WEST BENGAL,28.0,30.0,7.6,7.6,664.0,797.0,0.6,1.7,,0.5,2.0,13.0,2.0,23.0,2018,2018
3611,1779.0,WEST BENGAL,26.0,28.0,7.9,8.2,976.0,1032.0,0.3,0.3,0.1,0.1,2.0,2.0,2.0,2.0,2018,2018
3612,1813.0,WEST BENGAL,27.0,29.0,7.9,7.9,372.0,754.0,0.2,0.5,0.1,0.2,2.0,2.0,2.0,2.0,2018,2018
3613,1931.0,WEST BENGAL,27.0,33.0,7.4,8.2,270.0,2506.0,0.6,2.1,0.2,0.3,2.0,2.0,2.0,2.0,2018,2018
3614,1932.0,WEST BENGAL,27.0,28.0,7.8,8.5,758.0,897.0,0.8,2.2,0.4,0.8,2.0,2.0,2.0,2.0,2018,2018
3615,1933.0,WEST BENGAL,27.0,28.0,7.5,7.5,1354.0,1472.0,0.4,0.6,0.2,0.2,2.0,8.0,11.0,70.0,2018,2018
3616,1934.0,WEST BENGAL,28.0,28.0,7.6,7.8,2287.0,2546.0,1.3,1.5,0.3,0.4,2.0,2.0,2.0,2.0,2018,2018
3617,1935.0,WEST BENGAL,26.0,28.0,7.2,7.4,1611.0,1648.0,1.4,3.2,0.3,0.3,2.0,8.0,2.0,17.0,2018,2018
3618,1936.0,WEST BENGAL,27.0,28.0,6.9,7.5,871.0,937.0,0.9,2.7,,0.4,2.0,2.0,2.0,2.0,2018,2018
3619,1937.0,WEST BENGAL,27.0,31.0,7.5,8.3,294.0,2328.0,1.4,2.0,0.4,0.5,2.0,2.0,2.0,2.0,2018,2018
3620,1938.0,WEST BENGAL,28.0,31.0,8.1,8.7,1722.0,1749.0,0.9,1.3,0.1,1.2,2.0,2.0,2.0,2.0,2018,2018
3621,1939.0,WEST BENGAL,28.0,29.0,7.3,8.5,367.0,408.0,0.1,0.3,0.1,0.1,2.0,2.0,2.0,2.0,2018,2018
3622,1940.0,WEST BENGAL,29.0,29.0,7.8,8.7,520.0,524.0,0.4,0.5,0.1,0.2,2.0,2.0,2.0,2.0,2018,2018
3623,1941.0,WEST BENGAL,27.0,27.0,8.0,8.1,395.0,407.0,0.2,0.2,0.1,0.1,2.0,2.0,2.0,2.0,2018,2018
3624,1942.0,WEST BENGAL,31.0,32.0,7.2,7.5,1490.0,1501.0,0.4,0.5,0.2,0.4,2.0,2.0,2.0,2.0,2018,2018
3625,1943.0,WEST BENGAL,32.0,32.0,6.6,7.1,514.0,569.0,0.7,0.9,0.3,0.4,2.0,2.0,2.0,2.0,2018,2018
3626,1945.0,WEST BENGAL,23.0,24.0,7.1,7.9,602.0,610.0,0.1,0.7,0.1,0.1,2.0,2.0,2.0,2.0,2018,2018
3627,2510.0,WEST BENGAL,30.0,31.0,7.2,7.4,1035.0,1113.0,0.3,0.5,0.3,0.3,2.0,2.0,2.0,2.0,2018,2018
3628,2515.0,WEST BENGAL,27.0,28.0,7.7,8.5,587.0,695.0,0.1,0.2,0.1,0.1,2.0,2.0,2.0,2.0,2018,2018
3629,2516.0,WEST BENGAL,28.0,28.0,7.7,7.8,748.0,748.0,0.2,0.4,0.1,0.1,2.0,2.0,2.0,2.0,2018,2018
3630,2526.0,WEST BENGAL,18.0,29.0,6.2,7.1,180.0,181.0,0.4,1.6,0.4,0.6,70.0,110.0,260.0,350.0,2018,2018
3631,2528.0,WEST BENGAL,30.0,30.0,6.8,7.2,472.0,503.0,0.4,0.7,0.7,0.9,4.0,4.0,8.0,8.0,2018,2018
3632,2529.0,WEST BENGAL,28.0,29.0,6.8,8.0,862.0,957.0,0.5,0.8,0.6,1.0,2.0,2.0,2.0,2.0,2018,2018
3633,2530.0,WEST BENGAL,62.0,69.0,8.4,8.4,551.0,581.0,0.4,0.6,0.5,0.8,2.0,2.0,2.0,2.0,2018,2018
3634,2533.0,WEST BENGAL,29.0,30.0,6.9,7.1,742.0,754.0,0.8,1.0,0.2,0.6,2.0,2.0,2.0,2.0,2018,2018
3635,2535.0,WEST BENGAL,29.0,31.0,7.0,7.4,491.0,498.0,0.7,0.9,0.1,1.0,4.0,4.0,7.0,7.0,2018,2018
3636,2536.0,WEST BENGAL,27.0,30.0,6.2,6.6,915.0,956.0,0.7,0.8,0.9,1.0,2.0,2.0,2.0,2.0,2018,2018
3637,2537.0,WEST BENGAL,29.0,29.0,6.7,6.8,434.0,887.0,0.8,0.9,0.9,1.0,2.0,2.0,2.0,2.0,2018,2018
3638,2538.0,WEST BENGAL,27.0,30.0,7.0,7.1,348.0,372.0,0.7,0.9,0.2,1.0,2.0,2.0,2.0,2.0,2018,2018
3639,2540.0,WEST BENGAL,26.0,26.0,7.1,7.2,1308.0,1567.0,0.9,1.0,,0.1,2.0,9.0,4.0,14.0,2018,2018
